year,type_activity,age_group,value,unit,source
2559,หางาน หรือสมัครงานผ่านระบบออนไลน์,20 - 24 ปี,382638,คน,สำนักงานสถิติแห่งชาติ
2559,หางาน หรือสมัครงานผ่านระบบออนไลน์,25 - 29 ปี,319955,คน,สำนักงานสถิติแห่งชาติ
2559,หางาน หรือสมัครงานผ่านระบบออนไลน์,30 - 34 ปี,179904,คน,สำนักงานสถิติแห่งชาติ
2559,หางาน หรือสมัครงานผ่านระบบออนไลน์,35 - 39 ปี,134591,คน,สำนักงานสถิติแห่งชาติ
2559,หางาน หรือสมัครงานผ่านระบบออนไลน์,40 - 49 ปี,109411,คน,สำนักงานสถิติแห่งชาติ
2559,หางาน หรือสมัครงานผ่านระบบออนไลน์,50 - 59 ปี,29518,คน,สำนักงานสถิติแห่งชาติ
2559,หางาน หรือสมัครงานผ่านระบบออนไลน์,60 ปีขึ้นไป,8832,คน,สำนักงานสถิติแห่งชาติ
2560,หางาน หรือสมัครงานผ่านระบบออนไลน์,รวม,1289244,คน,สำนักงานสถิติแห่งชาติ
2560,หางาน หรือสมัครงานผ่านระบบออนไลน์,6 - 10 ปี,3518,คน,สำนักงานสถิติแห่งชาติ
2560,หางาน หรือสมัครงานผ่านระบบออนไลน์,11 - 14 ปี,15997,คน,สำนักงานสถิติแห่งชาติ
2560,หางาน หรือสมัครงานผ่านระบบออนไลน์,15 - 19 ปี,142374,คน,สำนักงานสถิติแห่งชาติ
2560,หางาน หรือสมัครงานผ่านระบบออนไลน์,20 - 24 ปี,383515,คน,สำนักงานสถิติแห่งชาติ
2560,หางาน หรือสมัครงานผ่านระบบออนไลน์,25 - 29 ปี,293960,คน,สำนักงานสถิติแห่งชาติ
2560,หางาน หรือสมัครงานผ่านระบบออนไลน์,30 - 34 ปี,180127,คน,สำนักงานสถิติแห่งชาติ
2560,หางาน หรือสมัครงานผ่านระบบออนไลน์,35 - 39 ปี,133446,คน,สำนักงานสถิติแห่งชาติ
2560,หางาน หรือสมัครงานผ่านระบบออนไลน์,40 - 49 ปี,94605,คน,สำนักงานสถิติแห่งชาติ
2560,หางาน หรือสมัครงานผ่านระบบออนไลน์,50 - 59 ปี,32258,คน,สำนักงานสถิติแห่งชาติ
2560,หางาน หรือสมัครงานผ่านระบบออนไลน์,60 ปีขึ้นไป,9446,คน,สำนักงานสถิติแห่งชาติ
2561,หางาน หรือสมัครงานผ่านระบบออนไลน์,รวม,1792231,คน,สำนักงานสถิติแห่งชาติ
2561,หางาน หรือสมัครงานผ่านระบบออนไลน์,6 - 9 ปี,4420,คน,สำนักงานสถิติแห่งชาติ
2561,หางาน หรือสมัครงานผ่านระบบออนไลน์,10 - 14 ปี,20401,คน,สำนักงานสถิติแห่งชาติ
2561,หางาน หรือสมัครงานผ่านระบบออนไลน์,15 - 19 ปี,165689,คน,สำนักงานสถิติแห่งชาติ
2561,หางาน หรือสมัครงานผ่านระบบออนไลน์,20 - 24 ปี,531067,คน,สำนักงานสถิติแห่งชาติ
2561,หางาน หรือสมัครงานผ่านระบบออนไลน์,25 - 29 ปี,424415,คน,สำนักงานสถิติแห่งชาติ
2561,หางาน หรือสมัครงานผ่านระบบออนไลน์,30 - 34 ปี,267152,คน,สำนักงานสถิติแห่งชาติ
2561,หางาน หรือสมัครงานผ่านระบบออนไลน์,35 - 39 ปี,159613,คน,สำนักงานสถิติแห่งชาติ
2561,หางาน หรือสมัครงานผ่านระบบออนไลน์,40 - 49 ปี,157658,คน,สำนักงานสถิติแห่งชาติ
2561,หางาน หรือสมัครงานผ่านระบบออนไลน์,50 - 59 ปี,51362,คน,สำนักงานสถิติแห่งชาติ
2561,หางาน หรือสมัครงานผ่านระบบออนไลน์,60 ปีขึ้นไป,10454,คน,สำนักงานสถิติแห่งชาติ
2558,ดาวน์โหลด รูปภาพ/หนัง/วีดีโอ/เพลง/เกมส์ เล่นเกมส์ ดูหนัง ฟังเพลง วิทยุ ฯลฯ,รวม,21482399,คน,สำนักงานสถิติแห่งชาติ
2558,ดาวน์โหลด รูปภาพ/หนัง/วีดีโอ/เพลง/เกมส์ เล่นเกมส์ ดูหนัง ฟังเพลง วิทยุ ฯลฯ,6 - 10 ปี,1255849,คน,สำนักงานสถิติแห่งชาติ
2558,ดาวน์โหลด รูปภาพ/หนัง/วีดีโอ/เพลง/เกมส์ เล่นเกมส์ ดูหนัง ฟังเพลง วิทยุ ฯลฯ,11 - 14 ปี,2402958,คน,สำนักงานสถิติแห่งชาติ
